project,sha,polluter_fullpath,cleaner_fullpath,victim_fullpath,md5,pv_result,pcv_result,can_copy_work,1st_patch_time,minimal_patch_time
coinbase-commerce-python,d306fc562309edb909c8ace501c63327a7635975,tests/test_api_client.py::TestApiClient::test_validation_error,tests/test_api_client.py::TestApiClient::test_internal_server_error,tests/test_api_client.py::TestApiClient::test_resource_not_found_error,46c20725444df274ebea656e759faa6c,failed,passed,True,0.42007215321063995,1.0754435434937477,"
mock.MagicMock.ok = PropertyMock(return_value=False)
mock.MagicMock.content = PropertyMock(return_value='{""error"": {}}')
mock.MagicMock.status_code = PropertyMock(return_value=500)
","
mock.MagicMock.content = PropertyMock(return_value='{""error"": {}}')
mock.MagicMock.status_code = PropertyMock(return_value=500)
","
mock.MagicMock.content = PropertyMock(return_value='{""error"": {}}')
"
coinbase-commerce-python,d306fc562309edb909c8ace501c63327a7635975,tests/test_api_client.py::TestApiClient::test_validation_error,tests/test_api_client.py::TestApiClient::test_rate_limit_exceeded_error,tests/test_api_client.py::TestApiClient::test_resource_not_found_error,991e5f9e387e6fe5ac7adb4c720f8924,failed,passed,True,0.42263735830783844,1.0766717717051506,"
mock.MagicMock.ok = PropertyMock(return_value=False)
mock.MagicMock.content = PropertyMock(return_value='{""error"": {}}')
mock.MagicMock.status_code = PropertyMock(return_value=429)
","
mock.MagicMock.content = PropertyMock(return_value='{""error"": {}}')
mock.MagicMock.status_code = PropertyMock(return_value=429)
","
mock.MagicMock.content = PropertyMock(return_value='{""error"": {}}')
"
colltools,e50f98ccda33ab409fcdba277a39f071824e24c7,tests/test_name_registry.py::test_gets_instance,tests/test_name_registry.py::test_validates_name,tests/test_name_registry.py::test_name_registry_has_no_instances,c4d7b23bcd13e043d40385fb74e561e9,failed,failed,,,
colltools,e50f98ccda33ab409fcdba277a39f071824e24c7,tests/test_name_registry.py::test_singleton_instances,tests/test_name_registry.py::test_validates_name,tests/test_name_registry.py::test_name_registry_has_no_instances,9dc1b213850ba5f51cf43c147093ef6f,failed,failed,,,
colltools,e50f98ccda33ab409fcdba277a39f071824e24c7,tests/test_name_registry.py::test_repr,tests/test_name_registry.py::test_validates_name,tests/test_name_registry.py::test_name_registry_has_no_instances,2187abcf182cdf7b104f02d2d82b27e8,failed,failed,,,
colltools,e50f98ccda33ab409fcdba277a39f071824e24c7,tests/test_name_registry.py::test_name_attribute,tests/test_name_registry.py::test_validates_name,tests/test_name_registry.py::test_name_registry_has_no_instances,99883795efa435897598a2520cfdba1c,failed,failed,,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_cache,24300a845a03c6b651ae481dca18e34c,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_cache,bbf9e10c0de23b8f7d362b99a5f33de7,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_cache,7fbd7413a7e77204091f7954809188a9,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_cache,d9bb956b190ffe2ae231e2815253296c,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_cache,cc616b0096a555db69d2a15225d31db6,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_cache,821ad5d9a040585a14f831acf2b114f1,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_config,39c6e162c274f23ed0651c6945644316,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_config,86be0fc2f74a3f40db685ecc2fa356f0,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_config,a5ca22d7b11623dd94fce7d3de2892e3,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_config,d3c4cdc65b07ebbf2129df3ebf61e280,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_config,6423d8ca66814128777dc2410463d9d0,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_config,b4b1fda1b526797f11bd4fa666bfd484,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_data,b4acef6370b1cc9e1fce01738e02c982,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_data,8f7a67b5899cc4d2aad134e2bb6ede2a,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_data,d729717eb226d0b517003831a9c6be39,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_data,b95173b5f44b570540102ff09c16512e,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_data,45da0c917171f600c9ad61ce892ad9e9,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestLinuxNoXDG::test_noxdg_data,f6d9d45236542596d29d08b0b2c2a3b5,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_cache,d53872c454b0710995658359997bb699,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_cache,d4e7b5b9c15be67bab7e17499170fe8f,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_cache,11532fdba07b674ea483b0343ee992e3,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_cache,cb5093227fd59b9aecbfb9930f35841c,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_cache,6e3dc2aa5a2b4acddd7764322711f5b4,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_cache,682aa72f5cbabfe178ceb9c3b53c30ad,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_config,ab20fc5d213c8a2a7d0d4e3bc76897c0,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_config,e6c2d14cf901c4c7dcb46cd81a6fd6d7,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_config,44b09c125cb2c554ad958ef713d718df,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_config,bb659d8e09877e1c2024702dd77f0a55,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_config,054b94719a99f0d5299f06093298e3fc,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_config,a39c9876b24c748261e427ab842e23b6,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_data,5df65d5df3d3c8a12bc5405b2ec7d154,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_data,2741500e0496d75362a38ec8e7e85400,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_data,f68d94dd898ce5ae4bdc700838c2c1c2,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_data,ccc9baba2860662fcaa349bfb8b4dc2f,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_data,83ae7ad4ab8a36bd3af71ec613f1def6,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacForceUnix::test_noxdg_data,5809285f1ba500111801b3941016bb8e,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_cache,ca600e012f89d30cb1c6475d9318a321,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_cache,62d1fdbe55da100ea6143f88c4fc092b,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_cache,ddcfa6c1920814fa417aebba42e5027e,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_cache,b389c25ef57c6b90b9b21cd306db1048,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_cache,efbae3b51e7294a41755ce0532ff6227,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_cache,051d64890ccc054e3a1566932c425400,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_config,2aec20c678bf2b62da772f40c96d6cb0,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_config,4709c7f7f69f699c9de0fb93785bed61,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_config,0f31f075922fd29e9d5d1feba9de86d6,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_config,0804c204f1f1148577add92070927c8d,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_config,66a683a8406b2c040bb5a06f76cdba5a,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_config,3131170787c4110238f6eae832c77567,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_data,b53f2b078e2171f170891408c3b8d1e3,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_data,437106c46a4db43a6266f3d0e78c2377,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_data,3036af39d12f1de99cc6b2e760b9d3a4,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_data,9a830ae2e2886f31d4894228ca5a9c6d,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_data,5db75551fe3b8331a47b9bd0575af97a,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestMacNoXDG::test_noxdg_data,a430d9e565c5f357be07371fd74ebbcf,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_cache,23bb7598746a103b198fb074f66e210f,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_cache,aaac03ef4f2c8237eb6899a2f70894b3,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_cache,ba48f41ae6ac346064232b3f5976b2d8,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_cache,9e4c49186d4aae0d715648b79300748f,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_cache,557d023ca3bde74032aecd72579199d3,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_cache,d8c89f288dcdbb0e19f65828e23ea931,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_config,e2b9c87926f2e03c4ad1b56bb015c223,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_config,e1ad50d1be3e722605461400113417f7,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_config,2a31487fae2c9f52ba78ddbceb62ff9d,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_config,94e67c4084b91a3f4c38f0985b0e778f,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_config,761be91af66c06d2f38865e1bebe7e6b,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_config,b189cb656f5d142b6436ddf765c7a786,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_data,21b9a15e5b6532e8206e8579d6b7279b,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_data,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_data,7007ed1681ddea9f9f71044c769a2549,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_data,d76c92b318d656634e7048b6229dfa0c,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_config,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_data,b56d9fc72d9ee3ebc953525f49db0e93,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_cache_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_data,c73350f97d84e7ef16dfce5a15b27974,failed,passed,False,,
config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,tests/test___init__.py::TestXDG::test_xdg_cache,tests/test___init__.py::TestMakedirs::test_config_dir,tests/test___init__.py::TestWindowsNoXDG::test_noxdg_data,1d85cf7229a55f7f6ffc6afd4ec61471,failed,passed,False,,
confight,be2d162c99cc3c709289913de137f8d8bfbd35d5,test_confight.py::TestLoad::test_it_should_load_paths_for_given_format,test_confight.py::TestFind::test_it_should_load_files_in_order,test_confight.py::TestLoad::test_it_should_load_and_merge_lists_of_paths,38edfdf5d18565a883e3be9211594a3d,passed,passed,,,
confight,be2d162c99cc3c709289913de137f8d8bfbd35d5,test_confight.py::TestLoad::test_it_should_load_paths_for_given_format,test_confight.py::TestFind::test_it_should_load_full_paths,test_confight.py::TestLoad::test_it_should_load_and_merge_lists_of_paths,c477910364fc985753ddcde3c36e4599,passed,passed,,,
coo,da9e75d46ed65599cd2223b029ac30c08496a80b,tests/test_coo.py::test_schedule_time_zone_media,tests/test_coo.py::test_tweet_media_TwitterError,tests/test_coo.py::test_tweet_none_media_TwitterError,52ad687947ab34dc3d6244026c36fd6b,passed,passed,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestAutoIdentifiers::test_no_ident,90b3d4d6726efd6400610f688ef2af8c,failed,passed,True,0.6527554169297218,1.3577545136213303,"
model.factory.auto_assign_id = True
model.factory.auto_id_type = 'int'
p = model.Person()
p2 = model.Activity()
","
model.factory.auto_assign_id = True
model.factory.auto_id_type = 'int'
","
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int_per_segment,tests/test_model.py::TestAutoIdentifiers::test_no_ident,d670adb7630f23b47921360bf0ae90df,failed,passed,True,0.6503627970814705,1.800704300403595,"
model.factory.auto_assign_id = True
model.factory._auto_id_segments = {}
model.factory.auto_id_type = 'int-per-segment'
model.Activity._uri_segment = model.Person._uri_segment
p = model.Person()
p2 = model.Activity()
self.assertEqual(int(p.id[(- 1)]), (int(p2.id[(- 1)]) - 1))
p3 = model.TimeSpan()
","
model.factory.auto_assign_id = True
model.factory._auto_id_segments = {}
model.factory.auto_id_type = 'int-per-segment'
model.Activity._uri_segment = model.Person._uri_segment
","
model.factory.auto_id_type = 'int-per-segment'
model.Activity._uri_segment = model.Person._uri_segment
","
model.factory.auto_id_type = 'int-per-segment'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestFactorySerialization::test_collapse_json,c6d47e7d22578ecc2f5f4ac3c05e149e,passed,passed,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestFactorySerialization::test_collapse_json,b8d48917a8c8b7a1b227f352af16faa2,passed,passed,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,tests/test_model.py::TestAutoIdentifiers::test_uuid,tests/test_model.py::TestFactorySerialization::test_collapse_json,e4f1d3878c5f9dfea3287369a995cf28,passed,passed,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_uuid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestAutoIdentifiers::test_no_ident,342a4f200aa6b8a259278a67f8550e51,failed,passed,True,0.6384564340114594,1.1768888086080551,"
model.factory.auto_assign_id = True
model.factory.auto_id_type = 'int'
p = model.Person()
p2 = model.Activity()
","
model.factory.auto_assign_id = True
model.factory.auto_id_type = 'int'
","
model.factory.auto_id_type = 'int'
"
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestFactorySerialization::test_collapse_json,c6d47e7d22578ecc2f5f4ac3c05e149e,passed,passed,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_no_ident,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestFactorySerialization::test_collapse_json,b8d48917a8c8b7a1b227f352af16faa2,passed,passed,,,
crom,98bb6be4e32b4c81eb7e0b5e841a915b015abaf0,tests/test_model.py::TestAutoIdentifiers::test_bad_autoid,tests/test_model.py::TestAutoIdentifiers::test_int,tests/test_model.py::TestBaseResource::test_allows_multiple,5c287254b4b1b795103b688dbd1c37bc,failed,passed,True,0.6551209315657616,1.3615630343556404,"
model.factory.auto_assign_id = True
model.factory.auto_id_type = 'int'
p = model.Person()
p2 = model.Activity()
","
model.factory.auto_assign_id = True
model.factory.auto_id_type = 'int'
","
model.factory.auto_id_type = 'int'
"
